client_collected,contact_method,pickup_date,age,dependents_qty,household,preferred_languages,sex_new,status,Season,Month,distance_km,num_of_contact_methods,latest_language_is_english
no,In-Person,2024-07-26 03:00:00,46.0,8.0,yes,"Arabic , English",Male,Active,Summer,July,10.31,1,No
no,In-Person,2024-09-15 03:00:00,46.0,8.0,yes,"Arabic , English",Male,Active,Fall,September,10.31,1,No
no,In-Person,2024-08-15 03:00:00,46.0,8.0,yes,"Arabic , English",Male,Active,Summer,August,10.31,1,No
no,In-Person,2025-01-09 04:00:00,43.0,1.0,yes,Arabic,Male,Active,Winter,January,8.74,1,No
yes,In-Person,2024-05-27 15:46:00,57.0,3.0,yes,"Persian , English",Female,Active,Spring,May,9.23,2,No
yes,In-Person,2024-06-24 16:06:00,75.0,1.0,yes,Tigrinya,Male,Active,Summer,June,8.57,1,No
yes,In-Person,2024-06-26 16:24:00,28.0,2.0,yes,"Persian , English",Female,Active,Summer,June,9.36,1,No
no,In-Person,2024-08-27 03:00:00,48.0,7.0,yes,"Arabic , English",Male,Active,Summer,August,7.76,2,No
yes,In-Person,2024-05-29 14:52:00,44.0,2.0,yes,"Persian , English",Female,Active,Spring,May,8.82,2,No
no,In-Person,2025-01-22 04:00:00,53.0,3.0,yes,"Somali , Arabic",Female,Active,Winter,January,0.79,1,No
yes,In-Person,2024-06-27 15:09:00,48.0,7.0,yes,"Arabic , English",Male,Active,Summer,June,7.76,2,No
yes,In-Person,2024-07-02 16:21:00,48.0,4.0,yes,Urdu,Male,Active,Summer,July,5.45,2,No
no,In-Person,2024-08-29 03:00:00,44.0,2.0,yes,"Persian , English",Female,Active,Summer,August,8.82,2,No
yes,In-Person,2024-05-28 16:07:00,35.0,6.0,yes,"Arabic , Turkish",Male,Active,Spring,May,10.38,1,No
no,In-Person,2024-11-29 04:00:00,44.0,2.0,yes,"Persian , English",Female,Active,Fall,November,8.82,2,No
no,In-Person,2024-10-27 03:00:00,48.0,7.0,yes,"Arabic , English",Male,Active,Fall,October,7.76,2,No
no,In-Person,2024-12-27 04:00:00,48.0,7.0,yes,"Arabic , English",Male,Active,Winter,December,7.76,2,No
yes,In-Person,2024-05-30 15:14:00,33.0,4.0,yes,Arabic,Male,Active,Spring,May,7.48,1,Yes
no,In-Person,2024-11-27 04:00:00,48.0,7.0,yes,"Arabic , English",Male,Active,Fall,November,7.76,2,No
yes,In-Person,2024-06-24 16:26:00,47.0,1.0,yes,"English , Somali",Male,Active,Summer,June,7.7,1,No
no,In-Person,2025-01-27 04:00:00,48.0,7.0,yes,"Arabic , English",Male,Active,Winter,January,7.76,2,No
yes,In-Person,2024-05-27 15:18:00,30.0,3.0,yes,"English , Oromo",Male,Active,Spring,May,7.17,1,No
no,In-Person,2024-09-27 03:00:00,48.0,7.0,yes,"Arabic , English",Male,Active,Fall,September,7.76,2,No
no,In-Person,2024-12-30 04:00:00,33.0,4.0,yes,Arabic,Male,Active,Winter,December,7.48,1,Yes
no,In-Person,2024-07-27 03:00:00,83.0,1.0,yes,Arabic,Female,Active,Summer,July,4.64,1,Yes
no,In-Person,2024-06-30 03:00:00,33.0,4.0,yes,Arabic,Male,Active,Summer,June,7.48,1,Yes
no,In-Person,2024-10-27 03:00:00,83.0,1.0,yes,Arabic,Female,Active,Fall,October,4.64,1,No
no,In-Person,2024-08-03 03:00:00,42.0,7.0,yes,Arabic,Male,Active,Summer,August,5.26,1,No
yes,In-Person,2024-06-26 17:01:00,46.0,8.0,yes,"Arabic , English",Male,Active,Summer,June,10.31,1,No
yes,In-Person,2024-06-13 15:01:00,70.0,3.0,yes,Arabic,Male,Active,Summer,June,2.78,2,No
no,In-Person,2024-07-26 03:00:00,57.0,3.0,yes,"Persian , English",Female,Active,Summer,July,9.23,2,No
no,In-Person,2024-12-03 04:00:00,42.0,7.0,yes,Arabic,Male,Active,Winter,December,5.26,1,No
no,In-Person,2024-09-03 03:00:00,42.0,7.0,yes,Arabic,Male,Active,Fall,September,5.26,1,No
no,In-Person,2024-09-26 03:00:00,57.0,3.0,yes,"Persian , English",Female,Active,Fall,September,9.23,2,No
yes,In-Person,2024-06-05 15:14:00,43.0,6.0,yes,Arabic,Male,Active,Summer,June,7.72,2,No
no,In-Person,2024-11-03 03:00:00,42.0,7.0,yes,Arabic,Male,Active,Fall,November,5.26,1,No
no,In-Person,2024-10-03 03:00:00,42.0,7.0,yes,Arabic,Male,Active,Fall,October,5.26,1,No
no,In-Person,2024-10-04 03:00:00,43.0,6.0,yes,Arabic,Male,Active,Fall,October,7.72,1,No
yes,In-Person,2024-05-29 15:35:00,82.0,1.0,yes,"Arabic , English",Female,Active,Spring,May,5.27,2,No
no,In-Person,2025-05-03 03:00:00,42.0,7.0,yes,Arabic,Male,Active,Spring,May,5.26,1,No
no,In-Person,2024-08-29 03:00:00,82.0,1.0,yes,"Arabic , English",Female,Active,Summer,August,5.27,2,No
no,In-Person,2024-12-04 04:00:00,43.0,6.0,yes,Arabic,Male,Active,Winter,December,7.72,2,No
no,In-Person,2024-08-26 03:00:00,57.0,3.0,yes,"Persian , English",Female,Active,Summer,August,9.23,2,No
no,In-Person,2024-11-26 04:00:00,57.0,3.0,yes,"Persian , English",Female,Active,Fall,November,9.23,2,No
yes,In-Person,2024-08-06 15:59:00,43.0,6.0,yes,Arabic,Male,Active,Summer,August,7.72,2,No
yes,In-Person,2024-07-04 15:12:00,43.0,6.0,yes,Arabic,Male,Active,Summer,July,7.72,2,No
no,In-Person,2024-10-15 03:00:00,46.0,8.0,yes,"Arabic , English",Male,Active,Fall,October,10.31,1,No
no,In-Person,2024-10-29 03:00:00,82.0,1.0,yes,"Arabic , English",Female,Active,Fall,October,5.27,2,No
no,In-Person,2024-09-04 03:00:00,43.0,6.0,yes,Arabic,Male,Active,Fall,September,7.72,2,No
yes,In-Person,2024-06-26 15:44:00,57.0,3.0,yes,"Persian , English",Female,Active,Summer,June,9.23,2,Yes
yes,In-Person,2024-07-04 17:13:00,48.0,9.0,yes,"Arabic , English",Male,Active,Summer,July,6.54,1,Yes
no,In-Person,2024-10-26 03:00:00,57.0,3.0,yes,"Persian , English",Female,Active,Fall,October,9.23,2,Yes
yes,In-Person,2024-08-21 17:40:00,35.0,4.0,yes,Persian,Female,Active,Summer,August,9.21,2,Yes
yes,In-Person,2024-07-02 15:26:00,33.0,4.0,yes,Arabic,Male,Active,Summer,July,7.48,1,Yes
no,In-Person,2024-11-30 04:00:00,33.0,4.0,yes,Arabic,Male,Active,Fall,November,7.48,1,Yes
no,In-Person,2024-08-30 03:00:00,33.0,4.0,yes,Arabic,Male,Active,Summer,August,7.48,1,Yes
no,In-Person,2024-09-30 03:00:00,33.0,4.0,yes,Arabic,Male,Active,Fall,September,7.48,1,Yes
no,In-Person,2024-10-30 03:00:00,33.0,4.0,yes,Arabic,Male,Active,Fall,October,7.48,1,Yes
yes,In-Person,2024-06-27 16:39:00,83.0,1.0,yes,Arabic,Female,Active,Summer,June,4.64,1,No
yes,In-Person,2024-06-06 14:53:00,52.0,2.0,yes,"Somali , English",Female,Active,Summer,June,1.17,1,No
no,In-Person,2024-11-27 04:00:00,83.0,1.0,yes,Arabic,Female,Active,Fall,November,4.64,1,Yes
no,In-Person,2025-01-30 04:00:00,33.0,4.0,yes,Arabic,Male,Active,Winter,January,7.48,1,Yes
no,In-Person,2024-08-27 03:00:00,83.0,1.0,yes,Arabic,Female,Active,Summer,August,4.64,1,Yes
no,In-Person,2025-01-27 04:00:00,83.0,1.0,yes,Arabic,Female,Active,Winter,January,4.64,1,Yes
no,In-Person,2024-09-27 03:00:00,83.0,1.0,yes,Arabic,Female,Active,Fall,September,4.64,1,Yes
no,In-Person,2024-11-27 04:00:00,34.0,2.0,yes,Arabic,Female,Active,Fall,November,4.83,1,Yes
no,In-Person,2024-12-27 04:00:00,83.0,1.0,yes,Arabic,Female,Active,Winter,December,4.64,1,Yes
no,In-Person,2024-07-27 03:00:00,34.0,2.0,yes,Arabic,Female,Active,Summer,July,4.83,1,Yes
yes,In-Person,2024-06-24 16:27:00,35.0,3.0,yes,"Somali , English",Female,Active,Summer,June,7.7,1,Yes
no,In-Person,2024-10-27 03:00:00,34.0,2.0,yes,Arabic,Female,Active,Fall,October,4.83,1,Yes
no,In-Person,2024-12-27 04:00:00,34.0,2.0,yes,Arabic,Female,Active,Winter,December,4.83,1,Yes
yes,In-Person,2024-05-28 15:47:00,34.0,2.0,yes,Arabic,Female,Active,Spring,May,4.83,1,Yes
yes,In-Person,2024-06-27 16:38:00,34.0,2.0,yes,Arabic,Female,Active,Summer,June,4.83,1,Yes
no,In-Person,2025-04-03 03:00:00,42.0,7.0,yes,Arabic,Male,Active,Spring,April,5.26,1,Yes
yes,In-Person,2024-06-03 14:57:00,42.0,7.0,yes,Arabic,Male,Active,Summer,June,5.26,1,Yes
no,In-Person,2024-12-03 04:00:00,63.0,1.0,yes,"Arabic , Somali , Oromo",Male,Active,Winter,December,0.68,1,Yes
no,In-Person,2025-02-03 04:00:00,63.0,1.0,yes,"Arabic , Somali , Oromo",Male,Active,Winter,Febuary,0.68,1,Yes
no,In-Person,2025-01-03 04:00:00,42.0,7.0,yes,Arabic,Male,Active,Winter,January,5.26,1,Yes
no,In-Person,2024-09-03 03:00:00,63.0,1.0,yes,"Arabic , Somali , Oromo",Male,Active,Fall,September,0.68,1,Yes
no,In-Person,2025-04-03 03:00:00,63.0,1.0,yes,"Arabic , Somali , Oromo",Male,Active,Spring,April,0.68,1,Yes
no,In-Person,2025-03-03 04:00:00,63.0,1.0,yes,"Arabic , Somali , Oromo",Male,Active,Spring,March,0.68,1,Yes
no,In-Person,2024-08-03 03:00:00,63.0,1.0,yes,"Arabic , Somali , Oromo",Male,Active,Summer,August,0.68,1,Yes
no,In-Person,2024-07-03 03:00:00,63.0,1.0,yes,"Arabic , Somali , Oromo",Male,Active,Summer,July,0.68,1,Yes
yes,In-Person,2024-07-04 15:05:00,42.0,7.0,yes,Arabic,Male,Active,Summer,July,5.26,1,Yes
no,In-Person,2024-06-03 03:00:00,63.0,1.0,yes,"Arabic , Somali , Oromo",Male,Active,Summer,June,0.68,1,Yes
no,In-Person,2024-11-03 03:00:00,63.0,1.0,yes,"Arabic , Somali , Oromo",Male,Active,Fall,November,0.68,1,Yes
no,In-Person,2025-03-03 04:00:00,42.0,7.0,yes,Arabic,Male,Active,Spring,March,5.26,1,Yes
no,In-Person,2025-01-03 04:00:00,63.0,1.0,yes,"Arabic , Somali , Oromo",Male,Active,Winter,January,0.68,1,Yes
no,In-Person,2024-10-03 03:00:00,63.0,1.0,yes,"Arabic , Somali , Oromo",Male,Active,Fall,October,0.68,1,Yes
no,In-Person,2024-07-29 03:00:00,82.0,1.0,yes,"Arabic , English",Female,Active,Summer,July,5.27,2,Yes
no,In-Person,2024-09-29 03:00:00,82.0,1.0,yes,"Arabic , English",Female,Active,Fall,September,5.27,2,Yes
no,In-Person,2024-10-21 03:00:00,35.0,4.0,yes,Persian,Female,Active,Fall,October,9.21,2,Yes
no,In-Person,2024-11-04 04:00:00,43.0,6.0,yes,Arabic,Male,Active,Fall,November,7.72,2,No
yes,In-Person,2024-06-03 15:30:00,60.0,5.0,yes,Somali,Male,Active,Summer,June,4.88,2,No
yes,In-Person,2024-07-02 14:48:00,60.0,5.0,yes,Somali,Male,Active,Summer,July,4.88,2,No
yes,In-Person,2024-06-19 17:59:00,35.0,4.0,yes,Persian,Female,Active,Summer,June,9.21,2,Yes
no,In-Person,2024-12-26 04:00:00,57.0,3.0,yes,"Persian , English",Female,Active,Winter,December,9.23,2,Yes
no,In-Person,2024-06-29 03:00:00,82.0,1.0,yes,"Arabic , English",Female,Active,Summer,June,5.27,2,Yes
no,In-Person,2024-09-21 03:00:00,35.0,4.0,yes,Persian,Female,Active,Fall,September,9.21,2,Yes
yes,In-Person,2024-06-13 15:58:00,42.0,7.0,yes,"Kurdish , English",Female,Active,Summer,June,9.07,1,No
yes,In-Person,2024-07-16 12:43:00,35.0,4.0,yes,Persian,Female,Active,Summer,July,9.21,2,Yes
no,In-Person,2024-12-29 04:00:00,82.0,1.0,yes,"Arabic , English",Female,Active,Winter,December,5.27,2,No
yes,In-Person,2024-06-18 16:55:00,42.0,1.0,yes,"Arabic , English",Male,Active,Summer,June,2.94,1,No
yes,In-Person,2024-06-19 15:38:00,59.0,1.0,yes,Arabic,Male,Active,Summer,June,6.89,1,No
no,In-Person,2024-11-21 04:00:00,35.0,4.0,yes,Persian,Female,Active,Fall,November,9.21,2,Yes
no,In-Person,2024-12-21 04:00:00,35.0,4.0,yes,Persian,Female,Active,Winter,December,9.21,2,Yes
no,In-Person,2024-11-29 04:00:00,82.0,1.0,yes,"Arabic , English",Female,Active,Fall,November,5.27,2,No
no,In-Person,2024-07-19 03:00:00,59.0,1.0,yes,Arabic,Male,Active,Summer,July,6.89,1,No
no,In-Person,2024-09-23 03:00:00,59.0,1.0,yes,Arabic,Male,Active,Fall,September,6.89,1,No
no,In-Person,2025-01-27 04:00:00,34.0,2.0,yes,Arabic,Female,Active,Winter,January,4.83,1,No
yes,In-Person,2024-05-28 15:48:00,83.0,1.0,yes,Arabic,Female,Active,Spring,May,4.64,1,No
no,In-Person,2024-08-27 03:00:00,34.0,2.0,yes,Arabic,Female,Active,Summer,August,4.83,1,No
no,In-Person,2024-09-27 03:00:00,34.0,2.0,yes,Arabic,Female,Active,Fall,September,4.83,1,No
no,In-Person,2024-10-04 03:00:00,34.0,5.0,yes,"Arabic , Arabic",Female,Active,Fall,October,7.7,2,No
no,In-Person,2024-11-26 04:00:00,37.0,3.0,yes,Arabic,Female,Active,Fall,November,11.21,1,No
yes,In-Person,2024-07-04 17:26:00,34.0,5.0,yes,"Arabic , Arabic",Female,Active,Summer,July,7.7,2,No
yes,In-Person,2024-06-03 14:52:00,48.0,4.0,yes,Somali,Female,Active,Summer,June,8.65,1,No
no,In-Person,2024-08-19 03:00:00,38.0,6.0,yes,Arabic,Female,Active,Summer,August,9.24,3,No
no,In-Person,2024-11-03 03:00:00,34.0,5.0,yes,"Arabic , Arabic",Female,Active,Fall,November,7.7,2,No
no,In-Person,2024-07-26 03:00:00,37.0,3.0,yes,Arabic,Female,Active,Summer,July,11.21,1,No
yes,In-Person,2024-06-05 16:39:00,33.0,1.0,yes,"Arabic , English",Female,Active,Summer,June,6.08,1,No
no,In-Person,2024-09-03 03:00:00,34.0,5.0,yes,"Arabic , Arabic",Female,Active,Fall,September,7.7,2,No
no,In-Person,2024-08-04 03:00:00,34.0,5.0,yes,"Arabic , Arabic",Female,Active,Summer,August,7.7,2,No
yes,In-Person,2024-06-04 14:36:00,34.0,5.0,yes,"Arabic , Arabic",Female,Active,Summer,June,7.7,2,No
no,In-Person,2024-08-05 03:00:00,45.0,1.0,yes,"Oromo , English",Male,Active,Summer,August,1.78,1,No
no,In-Person,2024-09-05 03:00:00,45.0,1.0,yes,"Oromo , English",Male,Active,Fall,September,1.78,1,No
yes,In-Person,2024-06-26 14:33:00,37.0,3.0,yes,Arabic,Female,Active,Summer,June,11.21,1,No
yes,In-Person,2024-07-04 16:25:00,48.0,4.0,yes,Somali,Female,Active,Summer,July,8.65,1,No
no,In-Person,2024-10-26 03:00:00,37.0,3.0,yes,Arabic,Female,Active,Fall,October,11.21,1,No
no,In-Person,2025-06-03 03:00:00,42.0,7.0,yes,Arabic,Male,Active,Summer,June,5.26,1,No
no,In-Person,2025-02-03 04:00:00,42.0,7.0,yes,Arabic,Male,Active,Winter,Febuary,5.26,1,No
yes,In-Person,2024-06-04 15:43:00,30.0,5.0,yes,"Somali , English",Male,Active,Summer,June,6.2,2,No
no,In-Person,2024-08-04 03:00:00,30.0,5.0,yes,"Somali , English",Male,Active,Summer,August,6.2,2,No
no,In-Person,2024-09-04 03:00:00,30.0,5.0,yes,"Somali , English",Male,Active,Fall,September,6.2,2,No
no,In-Person,2024-10-04 03:00:00,30.0,5.0,yes,"Somali , English",Male,Active,Fall,October,6.2,2,No
no,In-Person,2024-11-04 04:00:00,30.0,5.0,yes,"Somali , English",Male,Active,Fall,November,6.2,2,No
no,In-Person,2024-06-03 03:00:00,51.0,1.0,yes,Arabic,Female,Active,Summer,June,6.2,1,No
no,In-Person,2024-08-03 03:00:00,32.0,1.0,yes,Arabic,Female,Active,Summer,August,6.2,1,No
no,In-Person,2024-10-03 03:00:00,64.0,1.0,yes,Arabic,Female,Active,Fall,October,6.2,1,No
no,In-Person,2024-07-04 03:00:00,30.0,5.0,yes,"Somali , English",Male,Active,Summer,July,6.2,2,No
no,In-Person,2024-09-03 03:00:00,53.0,2.0,yes,"Arabic , Kurdish",Female,Active,Fall,September,9.45,2,No
no,In-Person,2024-08-03 03:00:00,42.0,2.0,yes,"Arabic , Kurdish",Female,Active,Summer,August,9.45,2,No
no,In-Person,2025-05-03 03:00:00,63.0,1.0,yes,"Arabic , Somali , Oromo",Male,Active,Spring,May,0.68,2,No
yes,In-Person,2024-06-03 17:58:00,65.0,2.0,yes,"Arabic , Kurdish",Female,Active,Summer,June,9.45,2,No
no,In-Person,2024-12-03 04:00:00,42.0,1.0,yes,Arabic,Female,Active,Winter,December,7.4,1,No
no,In-Person,2025-01-03 04:00:00,64.0,1.0,yes,Arabic,Female,Active,Winter,January,7.4,1,No
no,In-Person,2024-07-19 03:00:00,22.0,1.0,yes,Arabic,Female,Active,Summer,July,7.4,2,No
no,In-Person,2025-01-23 04:00:00,59.0,1.0,yes,Arabic,Male,Active,Winter,January,6.89,1,No
no,In-Person,2024-11-23 04:00:00,59.0,1.0,yes,Arabic,Male,Active,Fall,November,6.89,1,No
no,In-Person,2024-09-22 03:00:00,22.0,1.0,yes,Arabic,Female,Active,Fall,September,7.4,2,No
no,In-Person,2024-10-24 03:00:00,59.0,1.0,yes,Arabic,Male,Active,Fall,October,6.89,1,No
no,In-Person,2024-09-23 03:00:00,23.0,1.0,yes,Arabic,Female,Active,Fall,September,3.59,2,No
yes,In-Person,2024-06-19 15:33:00,22.0,1.0,yes,Arabic,Female,Active,Summer,June,7.4,2,No
no,In-Person,2024-11-23 04:00:00,23.0,1.0,yes,Arabic,Female,Active,Fall,November,3.59,2,No
no,In-Person,2024-12-23 04:00:00,22.0,1.0,yes,Arabic,Female,Active,Winter,December,7.4,2,No
yes,In-Person,2024-08-22 15:48:00,23.0,1.0,yes,Arabic,Female,Active,Summer,August,3.59,2,No
yes,In-Person,2024-06-25 17:45:00,37.0,8.0,yes,Arabic,Female,Active,Summer,June,8.2,1,No
yes,In-Person,2024-06-13 16:58:00,21.0,1.0,yes,"Arabic , English",Female,Flagged,Summer,June,6.33,1,No
no,In-Person,2024-12-24 04:00:00,59.0,1.0,yes,Arabic,Male,Active,Winter,December,6.89,1,No
yes,In-Person,2024-06-03 15:31:00,53.0,6.0,yes,"Somali , English",Male,Active,Summer,June,6.66,1,No
no,In-Person,2024-10-23 03:00:00,22.0,1.0,yes,Arabic,Female,Active,Fall,October,7.4,2,No
no,In-Person,2024-07-19 03:00:00,39.0,3.0,yes,"Arabic , English",Male,Active,Summer,July,6.71,2,No
no,In-Person,2024-12-23 04:00:00,23.0,1.0,yes,Arabic,Female,Active,Winter,December,3.59,2,No
yes,In-Person,2024-06-19 17:06:00,39.0,3.0,yes,"Arabic , English",Male,Active,Summer,June,6.71,2,No
yes,In-Person,2024-06-19 15:34:00,23.0,1.0,yes,Arabic,Female,Active,Summer,June,3.59,2,No
yes,In-Person,2024-06-03 15:32:00,29.0,2.0,yes,Afrikaans,Female,Active,Summer,June,8.48,2,No
no,In-Person,2025-05-03 03:00:00,37.0,2.0,yes,"Arabic , Kurdish",Female,Active,Spring,May,9.45,2,No
no,In-Person,2025-04-03 03:00:00,52.0,2.0,yes,"Arabic , Kurdish",Female,Active,Spring,April,9.45,2,No
no,In-Person,2024-09-03 03:00:00,34.0,1.0,yes,Arabic,Female,Active,Fall,September,0.68,1,No
no,In-Person,2025-04-03 03:00:00,57.0,1.0,yes,Arabic,Female,Active,Spring,April,0.68,1,No
no,In-Person,2024-11-03 03:00:00,77.0,1.0,yes,Arabic,Female,Active,Fall,November,0.68,1,No
no,In-Person,2025-06-03 03:00:00,63.0,1.0,yes,"Arabic , Somali , Oromo",Male,Active,Summer,June,0.68,1,No
no,In-Person,2024-07-03 03:00:00,35.0,1.0,yes,Arabic,Female,Active,Summer,July,1.78,1,No
no,In-Person,2025-06-03 03:00:00,49.0,1.0,yes,Arabic,Female,Active,Summer,June,1.78,1,No
no,In-Person,2025-05-03 03:00:00,38.0,1.0,yes,Arabic,Female,Active,Spring,May,1.78,1,No
no,In-Person,2025-02-03 04:00:00,31.0,1.0,yes,Arabic,Female,Active,Winter,Febuary,1.78,1,No
no,In-Person,2024-10-05 03:00:00,45.0,1.0,yes,"Oromo , English",Male,Active,Fall,October,1.78,1,No
no,In-Person,2024-12-05 04:00:00,45.0,1.0,yes,"Oromo , English",Male,Active,Winter,December,1.78,1,No
yes,In-Person,2024-06-05 14:39:00,45.0,1.0,yes,"Oromo , English",Male,Active,Summer,June,1.78,1,No
no,In-Person,2025-01-26 04:00:00,37.0,3.0,yes,Arabic,Female,Active,Winter,January,11.21,1,No
no,In-Person,2024-07-05 03:00:00,69.0,1.0,yes,"Oromo , English",Male,Active,Summer,July,1.18,1,No
no,In-Person,2024-12-04 04:00:00,34.0,5.0,yes,"Arabic , Arabic",Female,Active,Winter,December,7.7,2,No
no,In-Person,2024-12-26 04:00:00,37.0,3.0,yes,Arabic,Female,Active,Winter,December,11.21,1,No
no,In-Person,2025-01-03 04:00:00,38.0,2.0,yes,"Arabic , Kurdish",Female,Active,Winter,January,9.45,1,No
no,In-Person,2025-06-03 03:00:00,58.0,2.0,yes,"Arabic , Kurdish",Female,Active,Summer,June,9.45,1,No
no,In-Person,2024-07-03 03:00:00,34.0,2.0,yes,"Arabic , Kurdish",Female,Active,Summer,July,9.45,1,No
no,In-Person,2024-08-26 03:00:00,37.0,3.0,yes,Arabic,Female,Active,Summer,August,11.21,1,No
no,In-Person,2024-07-19 03:00:00,38.0,6.0,yes,Arabic,Female,Active,Summer,July,9.24,3,No
no,In-Person,2024-10-03 03:00:00,49.0,2.0,yes,"Arabic , Kurdish",Female,Active,Fall,October,9.45,3,No
no,In-Person,2024-09-26 03:00:00,37.0,3.0,yes,Arabic,Female,Active,Fall,September,11.21,1,No
no,In-Person,2025-03-03 04:00:00,46.0,1.0,yes,Arabic,Female,Active,Spring,March,9.45,1,No
no,In-Person,2025-02-03 04:00:00,21.0,2.0,yes,"Arabic , Kurdish",Female,Active,Winter,Febuary,9.45,1,No
no,In-Person,2024-08-05 03:00:00,69.0,1.0,yes,"Oromo , English",Male,Active,Summer,August,1.18,1,No
yes,In-Person,2024-06-19 17:43:00,38.0,6.0,yes,Arabic,Male,Active,Summer,June,9.24,3,No
no,In-Person,2024-11-05 04:00:00,69.0,1.0,yes,"Oromo , English",Male,Active,Fall,November,1.18,1,No
no,In-Person,2024-11-05 04:00:00,45.0,1.0,yes,"Oromo , English",Male,Active,Fall,November,1.78,1,No
no,In-Person,2024-12-03 04:00:00,41.0,2.0,yes,"Arabic , Kurdish",Female,Active,Winter,December,9.45,1,No
no,In-Person,2025-03-03 04:00:00,46.0,2.0,yes,"Arabic , Kurdish",Female,Active,Spring,March,9.45,1,No
no,In-Person,2024-09-19 03:00:00,38.0,6.0,yes,Arabic,Female,Active,Fall,September,9.24,3,No
no,In-Person,2024-11-03 03:00:00,30.0,2.0,yes,"Arabic , Kurdish",Female,Active,Fall,November,9.45,3,No
yes,In-Person,2024-06-05 14:41:00,69.0,1.0,yes,"Oromo , English",Male,Active,Summer,June,1.18,1,No
no,In-Person,2024-07-05 03:00:00,45.0,1.0,yes,"Oromo , English",Male,Active,Summer,July,1.78,1,No
no,In-Person,2025-01-05 04:00:00,45.0,1.0,yes,"Oromo , English",Male,Active,Winter,January,1.78,1,No
no,In-Person,2024-10-05 03:00:00,69.0,1.0,yes,"Oromo , English",Male,Active,Fall,October,1.18,1,No
no,In-Person,2024-09-05 03:00:00,69.0,1.0,yes,"Oromo , English",Male,Active,Fall,September,1.18,1,No
yes,In-Person,2024-06-13 16:57:00,37.0,7.0,yes,Arabic,Male,Active,Summer,June,6.33,1,No
no,In-Person,2024-07-19 03:00:00,23.0,1.0,yes,Arabic,Female,Active,Summer,July,3.59,2,No
no,In-Person,2024-12-19 04:00:00,39.0,3.0,yes,"Arabic , English",Male,Active,Winter,December,6.71,2,No
no,In-Person,2024-11-19 04:00:00,39.0,3.0,yes,"Arabic , English",Male,Active,Fall,November,6.71,2,No
no,In-Person,2024-08-19 03:00:00,39.0,3.0,yes,"Arabic , English",Male,Active,Summer,August,6.71,2,No
no,In-Person,2024-11-22 04:00:00,22.0,1.0,yes,Arabic,Female,Active,Fall,November,7.4,2,No
yes,In-Person,2024-07-02 14:46:00,53.0,6.0,yes,"Somali , English",Male,Active,Summer,July,6.66,1,No
no,In-Person,2024-09-19 03:00:00,39.0,3.0,yes,"Arabic , English",Male,Active,Fall,September,6.71,2,No
no,In-Person,2024-10-19 03:00:00,39.0,3.0,yes,"Arabic , English",Male,Active,Fall,October,6.71,2,No
yes,In-Person,2024-06-24 15:45:00,33.0,4.0,yes,Arabic,Male,Active,Summer,June,8.06,1,No
no,In-Person,2025-01-22 04:00:00,22.0,1.0,yes,Arabic,Female,Active,Winter,January,7.4,2,No
yes,In-Person,2024-06-06 13:58:00,37.0,1.0,yes,"Arabic , Tigrinya",Female,Active,Summer,June,2.72,2,No
yes,In-Person,2024-07-02 14:47:00,29.0,2.0,yes,Afrikaans,Female,Active,Summer,July,8.48,2,No
yes,In-Person,2024-06-18 16:38:00,43.0,6.0,yes,"Arabic , English",Male,Active,Summer,June,8.99,3,No
yes,In-Person,2024-06-13 15:53:00,38.0,5.0,yes,"Dari , English",Male,Active,Summer,June,7.76,1,No
yes,In-Person,2024-06-03 17:36:00,33.0,1.0,yes,Arabic,Male,Active,Summer,June,5.01,2,No
yes,In-Person,2024-06-03 15:26:00,37.0,1.0,yes,Afrikaans,Male,Active,Summer,June,8.65,2,No
yes,In-Person,2024-05-28 15:35:00,28.0,4.0,yes,"Arabic , English",Female,Active,Spring,May,12.64,2,No
yes,In-Person,2024-06-06 16:07:00,46.0,3.0,yes,Persian,Female,Active,Summer,June,6.0,1,No
yes,In-Person,2024-07-02 14:53:00,28.0,4.0,yes,"Arabic , English",Female,Active,Summer,July,12.64,2,No
yes,In-Person,2024-07-08 14:04:00,52.0,2.0,yes,"Somali , English",Female,Active,Summer,July,1.17,2,No
no,In-Person,2024-08-16 03:00:00,38.0,4.0,yes,English,Male,Active,Summer,August,16.06,1,Yes
no,In-Person,2024-10-16 03:00:00,38.0,4.0,yes,English,Male,Active,Fall,October,16.06,1,Yes
no,In-Person,2025-01-16 04:00:00,38.0,4.0,yes,English,Male,Active,Winter,January,16.06,1,Yes
yes,In-Person,2024-07-15 14:14:00,38.0,4.0,yes,English,Male,Active,Summer,July,16.06,1,Yes
yes,In-Person,2024-06-13 15:22:00,38.0,4.0,yes,English,Male,Active,Summer,June,16.06,1,Yes
no,In-Person,2024-11-16 04:00:00,38.0,4.0,yes,English,Male,Active,Fall,November,16.06,1,Yes
no,In-Person,2025-01-05 04:00:00,69.0,1.0,yes,"Oromo , English",Male,Active,Winter,January,1.18,1,Yes
no,In-Person,2024-08-27 03:00:00,48.0,3.0,yes,"Arabic , English",Female,Active,Summer,August,6.21,3,Yes
yes,In-Person,2024-06-27 17:06:00,48.0,3.0,yes,"Arabic , English",Female,Active,Summer,June,6.21,3,Yes
no,In-Person,2024-12-05 04:00:00,69.0,1.0,yes,"Oromo , English",Male,Active,Winter,December,1.18,1,Yes
